label_bullying,text_message
0,LMAO you fat?? I beg to differ. At least he didn't say he was sending Prince to your house to make pancakes! (Chappelle Show) lol
0,nothing much except looking for you! Damn you were like Nemo! lol j/k What up giiiiiirl?
0,"how did it JUST occur to you that YOU have too much ""damn"" stuff? lol"
0,I've gotta admit  he makes a really cute Waffle Bitch. @CaryRN  I think I can even hire him out.
0,Et fucking RER B !
0,I'd have 2 say a nice ass & hips.
0,HELL NAH!!!! Not the ass hole?!?! LMFAO!!!!!
0,U would be a beast if u could get from the CO to GA by what  11pm? Damn...lol!!!!
0,spice fucking a pumpkin
1,maybe he just has a dig cock to match the free weaponry he got to attack the defenceless...oops I mean 'defend' his country
1,fuck you dom
0,oh boogie loves the freak train... all aboard!!! watch
0,oh I hate that feeling!
0,What did you do to piss off the flash drive?
0,i got all my shopping done in november  cause there was no way i was going to get stuck in a long ass line! hehee
0,GOOD FOR YOU! Kick ass.
0,damn  sorry I didn't get one into AB when we were there.
0,naah no fail whale here  Twitter was just being merciful to the rest of us ;) #mcl2
0,well damn...that sucks...
0,Guess your 'bad ass' networking issues has Gears 2 sinking fast. Take a time out from the pushups and fix that shit!
0,Damn  I need one of those for my Elite that kicked the bucket yesterday!
0,Did you know there are American Idol stars having a concert here on the 16th. Sounds like the kind of gay shit you like.
0,Yeah  that should be more than gay enough for you.
0,Like bacon & eggs  the chicken was interested and the pig was committed.
0,"""What are you doing Dave?""... ""Damn-it Dave  I need more power!!"""
1,*watches than throws up* Man  that's was sick as fuck! A glass jar?!?
1,THINK??? You THINK they are gay??? REALLY???? Have you watched the show???? and you THINK????
0,I hate the Pats more than I hate boxed wine.
1,just use water  loser.
0,'you can do it!' kick ass fdo!
0,they have a clear ass copy of this movie @ G's babershop yo
0,"no but Dana Dane's washed-up ass came to the park once to do ""Nightmares"" womp  womp"
0,I wonder if Romey and his big fat sister Naomi really exist
0,I hate it when that happens to me  I take tablets to get to sleep but they don't always work. They're kicking in now though!
0,damn thats crazy... so you've never known the joy of Cinnamon Toast Crunch or good apple pie? *sheds a tear
0,"""Flashing Lights "" ""Drunk & Hot Girls"" (never got the hate for this)  ""I Wonder"" & ""Everything I Am."" this is my 2nd fav"
0,I hate it when that happens.  Give 'em hell  girl!
0,Ha! Competing ass-kicking RED deals....hmmmm.
0,this is just awful  i'm really tired and will be dragging ass all day.
0,Will do! Although right now I have no idea what I'm doing or how to fit everything in. Hate squeezing 6 months into 2 days!
0,I totally agree  nothing I hate more than to take someone a good bottle then they serve you a glass of their cheap shit!
0,I think I got it. Thanks Zac  you saved my ass.
0,Way to go. We even talked (God I hate that word.) about you bringing her(?).
0,The collectors edition is fucking amazing. Too bad it's $100  right? D:
0,me too and hungry ass hell!!
0,"damn that long ago...shittttt

im tryin to think the last time i saw him also..lol"
0,damn  that sucks for youuuuu
0,  Yes  it's glorious outside! Lived one year in Norway: Hate snow  hate ice  more.
0,gogo dancing is fucking classy  yo
0,Damn you're cool
0,you son of a bitch  wanting consistency and relaxed limits!
0,that sucks. Hope you aren't stuck out there long!
1,don't fuck with Fiat
1,oh  well yeah  I hate the elderly too.
1,I don't care about leakage. Fuck the person sitting next to me in coach. (actually I do care)
0,lol. I tend to have that problem as well  but my inner liquor nerd pays attention for at least the first couple drinks.  :0
0,do you know how long I have been wanting you to say something to me? Then you go & fuck it up by saying the C word.
0,- word up  the Dragonball movie trailer offically has me upset.  It's looks MAD cheesy & bootleg.  Chow Yun Fat is the only cool dude
0,agreed  the VCs in Silicon Valley see it the same way  recession through '09  2010 we start to recover.  What a damn mess!
0,eep that sucks! yeah i decided to wax my eyebrows and do my nails insted of homework...
0,AnnMT He was the best host the Tony's ever had  so maybe his mojo will work for the Oscars. Plus he's damn hot. I interviewed him once!
0,Facial hair is a dominant trait among our east end nerd herd - 'cept the ladies tho
0,- hate to tell u but u'v been Lucy for quite some time now miss...
0,Start enforcing...kick some ass.  SAVE THE TWIT!!!
0,Bears are awful evil killing machines.  Cowboys are cool...Jerry Jones sucks.
1,I hate to point this out  but didn't you call Death Race awesome? DR will make my bottom 10 list w/o a doubt.
0,Damon and Carlton from LOST are GAY!!!!
1,you are GAY!!!!!
0,- French? No  he's Scottish by damn! lol
0,- Damn  do you go tanning every day? I haven't been tanning in like 6 months. I need to get my ass to the salon.
0,- I wouldn't mind a wider ass. Haha. And some bigger tatas too ;]
0,- Aww. I know. It's a learning process  and it sucks. *Hug*
0,geeeeez. i hope you're wrong. bc i was a real fucking asshole. and it's only fun to be an asshole if you can stay anonymous.
0,"don""t lie you expect an immediate answer  damn demanding women"
0,don't hate me when @shika comes after him for encouraging me :)
0,oh god no. Divorced her fat ass 4 years ago. But I am dating a girl... and she thinks 2g's are hot
0,I'm a language nerd. Epic vocabulary ftw. Btw  gf's real name is Crystal and she's on Twitter as @KoekjeMom
0,is ok. Just funning you cause I hate your face. &lt;3
0,awww... finally stop lookin like some damn hippie?
0,yay for good feeling back. When the back is sore/stiff your whole life pretty much sucks.
1,DOG... ONE OF THEM WILL SOON CATCH YOU SLIPPING! THEY'LL PULL A GEORGE CASTANZA ON YOUR ASS THEN NEXT THING YOU KNOW  UR MARIED
0,I hate to cook and do simple things that sometimes get boring. If I won the lotto - I would hire a cook.
0,did you ever bust your ass skate boarding
0,I really want to hate you right now... :op
0, Small Business Owners need an Economic Stimulus Package or some other return of OUR tax money instead of Welfare for Fat Cats
1,way to fuck up a perfect opportunity to call yourself Z-Co!!!!
0,Ha I'm ok. Just hate flathunting. Don't we all?!
0,SWEET BABY JAMES i remember those days---Don't hate the player
0,I've always have been and always will be uncool  I'm still a Mac though  one that runs OS X  Windows & Linux. So I'm a smart-ass too.
0,It informs me to stop fucking around and get to work... also gives me sense of community. So I'm half-serious when I say that
0,I can't work at home either... it sucks!
0,Your chappy is fucking gorgeous inside and out  by the way. And thanks for the nod in the acknowledgments! Fucking beautiful!
0,Gee  I don't what my favorite is - the constant whining  projectile vomiting or the volcanic ass eruptions. Super pumped! ;-&gt;
0,good! fuck yo car but yay :)
0,FUCK! hahaha well that sucks xD
0,is it? damn then id say hrmm...iono gah!
0,eep. That sucks when good wine goes bad.
0,Simple. Write that you hate all things on the planet earth and that you have an unhealthy fascination with Gouda. Keep'em guessing
0,that's because they are bomb-ass-tic !
0,post on violent youth curriculum http://is.gd/ex9m has me remembering the top bass ass bible verses http://is.gd/5WM4
1,i've yet to be impressed with anything from his mouth. He was pissed I wouldn't drive from coweta to pick his drunk ass up
0,mourning the death of even our enemies is part of our Passover rituals. Jews do not hate anyone. But we do defend ourselves.
0,It is; I hate winter.
0,That SUCKS on so many levels it hurts!
0,need to have a talk with Vader... talking out his ass about Santa now...
0,45 pounds of mean ass shoe game tho. lol.
1,the fuck shit is this? people died for less. lol
0,i'on't hate on anything / anyone that doesn't give me a reason.
0,Hey man thank you for the post man!! I really preciate it! Glad you liked it man!! Yea Pinky ass is retard fat!!! lol Thanks again
0,no I dont they my peps/frens and they super...fucking comic book fiends reading to much like its they project smh lol
0,i did that for a reason...they like my students when the bell rings...all programed to get up at the bell.  that sucks!!!lol
0,awe that sucks I backup at least once every 2 weeks
0,i am almost to that point. which sucks  because i had it set up perfectly :(
0,what sucks extra hard is that it wouldn't even open and extra software was installed that i did not agree to. bif fat FAIL
0,fat fingered! *coverage* is key.
0,aww.. im sure you'll kick newton in the ass!! go go go go!!
0,Hate to run into _him_ at Guantanamo Bay ;-)
1,am deleting all that bell-end Pineapples comments - so he keeps posting more. Cunt.
0,Hamlet? Damn. Now I can't go and watch it - uv spoilt it for me.
0,Aw  that sucks. Hope you feel better soon. Have a cup of hot tea!
0,I hate that the x and c keys are right next to each other.  It had to be designed to keep us in trouble.
0,Haha  I should. What the fuck? Where at  why  and how?
0,Oh  lol. Yeah  he would. That would be hilarious. Him getting charged for assault  but doing none of the ass-whooping.
0,"Jericho's a cheater  too?! DAMN. I'd be thrilled that he's single but you know how the saying goes: ""Once a cheater...""  :("
0,Christ I now hate year 11.  Though I'm sure lunchtimes will be amusing. :)
0,Don't you hate being a responsible adult sometimes? lol
0,damn man. your find just made me hella depressed. you guys are doing a story on it correct?
0,That sweater looks like Christmas on LSD. Kudos to your husband for donning that gay apparel.
0,Is that your real name?? That sounds like a character from a Dick Tracy novel... LOL. Both tho  recognized the name and pic
0,The money is cool... it's OK... I do what I have to do. Hate the commute still but i'm hanging in there.
0,i'll open up a new phone bill in your name... fuck your credit all up!!! LOL
0,today what I need is a 40 ft mecha with laser canons and missile arrays following me around London bellowing DON'T BE EMO  ta
0,Oh No! i'm not sick  but i hope you feel better.  Whatever you got  probably got it from that damn Russian!
0,its called Motivator  nice  almost feel like it should reach out and bitch slap me if I'm not getting on with things
0,@mattfink best avoid the pig rolls for a while http://bit.ly/qmqJ
0,@jasonyates some code in a project is causing a shitload of testing errors all because its fucking up something it never used to
1,thanks  the nerd in me is overjoyed
0,Note who got the last link on One Dimensional Corporate Social Media Sucks. http://tinyurl.com/67rel4  Heh  heh  heh.
0,I think there's a point where there's sometimes just too much ass. no?
0,Same for me... Damn you ADD!
0,Will do! Thanks.  We'll update when pig story is on-line.  That one is really hilarious.
0,"Like ""Outliers."" Many don't like msg--that much of success comes from circumstance. Ppl into ""self-made"" concept will hate it."
0,it still sucks  no matter how much  though  eh?
0,eww. snow.  ironic i hate snow when i was born in kodiak  alaska.
1,want me to cut a bitch for ya?
1,it totally sucks!!!  i had to call the stores with the fraudulent charges  filed a police report  sign a notarized affidavit
0,"It's just painful/sad to watch. I want to be all ""Aw  good for him!"" but in reality  I'm like ""OH FUCKING GOD MAKE IT STOP."""
0,damn sorry to hear that keep off of it for a while
0,I hate dogs  but I do feel bad for ur dog though that sucks
0,I hate smudges. Used to keep a bottle of white acrylic and a fine brush handy. Mostly for highlights. Wite-Out turns yellow.
0,beer + excess = man-boobs. Damn those phytos...
0,it may not b ur students... they might just think ur music sucks!!! j/p
0,LOLTOMINO at its best/worst! Ep 8 Laura's Cow I fucking lol'd. It's Monster that's giving me the most awesomeness though.
0,That really really sucks. I can't believe they do that to you. I mean  you SHOULD get those games in particular. Crazy.
0,DRAKE BELL IS NOT A DICK.
0,And after that you all eat apple pie and drink grape juice.  Why? Who the fuck knows.  Essay = complete.
1,shut your ass up I did....they got me though
0,I am also a grown ass man
1,don't hate pussy ass nigga....u suck dick n balls n ur on the bottom of the MSFB list
1,leave u with this....at least my dick still on my body unlike your stacy bump STD ass
1,omg srsy?? I loved ami  kat would always piss me off. She was always mad for no reason.
1,aww that's awful!! XD I loved the art  and watching them all freak out. I hated the asian dude  he was a dmbass.
0,"...aka my son."" Lol damn u twitter limit"
0,I'll hate it  because I've been using 55N-40W-170N-OliveW to get to work every morning. Now it'll be back to using 270N  ick.
0,My poor mom works w/ people like that  & she's highly sensitive to perfumes - has had to leave work a few times b/c of it. Sucks!
0,You're not a scrawny nerd! :)
0,"OK  I have their bare bones (slowest) ""highspeed"" internet now  & it's apparently all I can get. It sucks - I wanna go fast!"
0,They kicked ass  huh?! Such a great show! Can't wait to see your vids & pics!
0,damn girl.  how many vodkas total?  :)
0,THIS is why i hate the snow!!!!!!!!!!!!!!
0,I am in Salem  grew up in portland and HATE the seahawks... i cheer for them if it makes others happy and i don't like their opponent:)
0,that's about what I can do  as I'm going to the gym and working out drunk really sucks.
0,i have to work tomorrow  too.Lucky you! Everyone here sucks.How do they do this routine for 30 yrs?!
0,yeh It's happened 2 times this wk.I hate the feeling of first seeing the email tho.Panic. Hate assholes and hope karma works.
0,The nerd store? For nerds?
0,;) I'm more of a Doc Ock girl myself. And yeah  nerd alert - I'd kill for Dr. Horrible underwear. Boyshort girl underwear.
0,"Really? wow! Avril  she sucks. LOL! I bet that was the best NIN concert this year since it being the ""last""."
0,MSI kicks ass! Seen them twice. Speaking of bands  the Bloodhound Gang will be a few bands b4 NIN on the Australia festival thing
0,Can I just tell you how many times I was called that as a (fat) kid? You may call me Kenny. Please!
0,much fun was had.  i'm fat and happy and will sleep well with images of movement and dave dancing in my head.  lol!
1,wow emo... Ik ben benieuwd...
0,gewoon kutavond en toen kon ik ook nog niet slapen de hele fucking nacht  dus ik ben maar gelijk doorgegaan naar werk vanmorgen.
0,...yeah that sucks...try www.cdw.com... free tech support for 5 years after purchase. for a new drive!
0,damn then I wish I could make it better for you... if you want someone to talk to  then I am here for you... just let me know.
0,If I told you you would freak.   Let's just say.   Not long.
0,I too have taken the megabus and it was cheap and great! (Damn transporation snobs!)
0,well @askfrasco is  still trying to figure out how to get my ass to UK in Jan! need a business angle!
0,Damn Right. I don't even like that question on surveys. It shouldn't fucking matter.
0,Why/how the fuck am I ranking above Fleshbot? Something's not right - maybe because you left. :) http://is.gd/a3Ah
0,I just hate it when you pay extra for a *premium* service (eg. speedier) and what you get is &lt;shit service. Shoddy.
1,"There are two types of people in the world: those using ""lol"" ironically  and those that are fucking twats who deserve to die."
0,Oh yes  we have a little snow as well. I love the snow but hate feeling cold.
0,That sucks man. Especially when you rely on your connection for work. Been there  done that  got the t-shirt.
0,Sure have. It sucks and I'm not on chronic meds which thankfully keep it under control.
0,It's not OCD. I do it constantly to anything I read that has typos in it. And I really hate it when I realize I've done it too!
0,I knew they were night owls  but damn it's late.  Glad it's something nice like reading and not craziness.
0,yah  I hate this weather too. gimme warm sunshine plse
0,same. damn snow
0,Yea  its this curse I have. I hate it  because I'm not a huge ditz but I come off as one when stranded on the side of the road!
0,i have a little more money than that  but not really very much. Paying for shit sucks.
0,Hmm. Fine then. RAIN! I HATE YOU! NEVER RAIN AGAIN!
0,Totally agree! I'm just a freak that worries if my dog is content. He's all I have to focus on obviously :)
0,No you are not  I love my routine and I hate disturbance  tis why I am getting a new office  wife just started working from home.
0,I realize that  but how do you light something with olive oil and no flame? lol  just being a smart ass.
0,I am getting the royal rigga-ma-rool on it. Called CS  sent email  we'll see. Buts it's all automated now and CS just sucks!
0,true.  I love looking for deals  being frugal  negociating  etc...but hate doing budgets!
0,Fat Ladies ... England ... yeah I hear ya ... *giggle* ......... (was that unfair??)
0,All deaf. too fat .... LOL
0,@jjprojects & any 1 else who cares 2 read (cont. -&gt;) & the rest of them (Garrett??) - there's no more time left 2 fuck around
0,damn herb you yelp A LOT. i looked up your yelp profile hehe.
0,parking sucks at that one  someone check out if the dt one is even cluck u  its prolly faggoteaters now too
0,Consider the good mojo sent.  I hate IEP meetings.
0,Oh now you gone and done it  jules is turning on the damn devil machine I'll have her text ya
0,"""Aww fuck"" she said...is that mean all's well in some alien Wii speak?"
0,it keeps demanding that your Wii and our Wii aren't friends. So she deleating your ass...and maybe if your nice she will try again
1,A Snuggie to be burned? What kind of sick traditional blanket-loving freak are you?
1,"Because ""Oh  for fuck's sake!"" has so much more impact. And our generation likes to offend old people as deeply as possible."
1,And you didn't even make it a dick joke? I feel like I don't know you.
0,i hate pornotube! youporn and pornhub.
0,damn male best friends!
0,oooh  you scandalous whore. I just hardcore need someone to make out with. I'd hit up the ex but she's still in love with me.
0,you all are just amazing  thanks for making such a KICK ASS platform! Keep on rockin' the casba!
0,"request the cancellation of our account and was told to call 1-800-Comcast-Sucks while your analyst ""has left the room"" :( :("
0,Wondering if the time has come for Wikipedia to be kick out of the top 10. Sucks that Google is being economical w/ natural search
0,"I will stick with the wine  yet ""try"" to adapt to some semblance of moderation - but damn that's a tough goal  Ha!"
0,LACEY'Z A BITCH WTF LOL
0,Aw  f**k. That sucks.
0,@pokecheck Cheers! *raises glass* ...damn  I need another.
0,because they're idiots who don't even know how to do their own jobs. I hate centrelink!!!
0,omg srsly? *hate* meantime @tetris_jeff suggests she should ask sarah. kill me now. rly
0,I WAS SLEEPING FUCK OFF
0,i really hate rss now. sometimes i think the problem could be solved by shifting feed readers but it's more pernicious than that
0,Make It Rain (remix) - Fat Joe ft. Lil' Wayne  R. Kelly  Baby  T.I.  (some rapper I never heard of)  and Rick Ross #rainsongs
0,I hate to ask I should go read more. Coaching for you or do you do coaching?
0," as you should  she did a good job. I once wrote a paper in college ""Breeding Hate"" I see that theory backed up more & more."
0,it was until now. everyone came back from holidays. i've only got one #gcpets client now. damn.
0,@anthonyvoedin @bratzgames --- Reported Web Forgery! FUCK OFF! Stop DM-ing me. &lt;3 Firefox 3 protection !!! :-)
0,damn  I didn't even know they had that. But you can go to borders or that newsstand spot in the mall to get that esquire
0,That's why I'm glad I didn't have to be on campus today. I hate the nice sheen of ice that seems to have covered everything.
0,Damn I need more DRM free music so I can stream. At least I got pandora radio.
0,see he's a bad ass & I always go for the bad ass guy
0,my anniversary's tomorrow. I've BEEN that same crazy bitch for 5 yrs tomorrow  lol.
0,"rat bastages. Then they use the inflated rents to claim ""we're charging fair market value!"" Fair my generously portioned ASS."
0,dammit!! I hate twitter. Its messing up my piano flow!
0,know the feeling  it sucks... hang in there.
1,katrinaneufeld Does a French whore smell better or worse than ur down home Blackstone variety?
0,"just this guy in my year who decided he hates me because i'm a ""tryhard poser"" when hes never had a proper conversation with me"
0,*sigh - I miss Fat Witch Bakery.  Or at least I miss NYC.
1,Fuck you! Learn to surf NA!
1,Online nakedness amuses me.  'Oh my god  he has nipples!  And skin!  He's a freak!'.
1,damn...wish I knew how to write script. I just did 9 and have 7 more to upgrade.
0,you coming to fat cat?if anyone needs a martini  it's you!
0,That sucks.
0,oh I'm sayin I haven't found it when I've searched :( it's so damn funny
0,people who u like  people who yu hate  people who are loved and watched from different types of countries  relationships!
0,Yeah but that four bucks is delicious. McD's coffee drink SUCKS!
0," Hate it when that happens. ""lost someone"" My followers keeps going 202  201...24 hours now. lol"
0,have you had New Belgium's (Fat Tire maker) Frambozen? It's way good.
0, Crap  I'd better get my ass in gear.... you're catching up to me!
0,I agree. I hate the trend I see in which I get a generic DM after I follow someone. It's like an anti-welcome.
0,Aww  Andrew  Ass Machine Teapot is just adorable for a Brit. You look fab  BTW. B sure 2 follow @mariathemuse from AoA group!
0,I dont know man. Theres a ton of them now and its so stupid. But cant hate b/c the top one is making crazy money.
1,i dont care if its him or his ppl ... i care if its authorized or a poser squatting
0,OMG! haha I would not survive  I hate the cold.
0,oh yes the cold is mind boggling and a big  fat drag.  I likely won't feel anything above 30 for many moons. can't wait to move.
0,Awwww  that sucks!  Well  hope twitter helps!  Have you been on any forums today?
0,damn your yankees! http://tinyurl.com/8vgfyp
0,damn your yankees!
0,- oh yeah! Actually these were done with no calories  carbs or fat! Amazing eh? :-) -http://twitpic.com/v440
0,Damn John that rocks! You must love it. We do pies for Thanksgiving and cookies at Christmas. Good stuff!
0,dude  that is one SLICK blazer you were sporting last night. Damn :-) - http://is.gd/bCRM
0,i wish i worked at AIG. i'd be getting a swedish massage  luxury corp off-site and a big fat christmas bonus check right now.
0,are you trying to say bacon sucks?
0,#NAME?
0,(run by NASA) is kicking some Shorty Award ass http://bit.ly/LvZW
0,if you add in the massive amount of sustanol and deca hugh jackman did  the arm would grow back stronger..fuck it he'd grow 2
0,dude! it's just a gay name  totally straight show.
0,How the hell is Dallas fucking cold? Has anyone ever seen snow down there?
0,Yeah  this global warming sucks.
1,I wanna butt fuck you. Cuz im a horny gremlin
0,Ugh  I really really really hate NBC sometimes.
0,*smack* that's what you get for inferring things... damn republicans... *ducks*   :-)
0,I think a lot of people didn't come in today  so that helped.  Damn  the ice on the windows is fun... hopefully all is good later
0,Ack  still no power... that sucks dude.  Hopefully it comes back soon for you!
0,Yeah  most fun Miami season in a long long time.  Hate to see it end this early.
0,No way  he's like a damn ghost.  I think he only exists AT Lotusphere...
0,That sucks.  Hope that gets resolved quickly for you.
0,Damn..you have an excuse then.... I'm just wating on an instance to start......
0,"Dick Clark once asked my mother out on a date when she was 17.  He was a movie theater usher.  She said  ""No!"""
0,Nah  it was the review of that Clipse mixtape that just dropped. Tom Breihan is a dick.
0,I hate that! Hopefully people see through that kind of nastiness.
1,Keep your damn hands off my @jgarber. We claimed him first!
0,must have gotten sometime off with all that Twittering going on. It's about damn time.
0,getting up at 5am to BBQ a full pig all day for annual New Year party at friends.  Nothing like fresh pig right off the grill. oh ya
0, I hope you hit My Big Fat Greek Restaurant for lunch!
0,thank god i live alone and that it hasn't happened. ever had lemonade through the nose? fucking HURTS
0,always thinking about your ass arentcha? :)
0,although it means early holiday and time to prepare for next year - it sucks either way though
0,from Ginger Pig - awesome bangers and double lamb chops! woooooooooooot1!!!!
0,and a copy of the sun on the dashboard! woot! fucking cyclists
0,I hate it when bosses act like idiots. It's the number one reason why I'm glad I work for myself now.
0,"- I'm gonna laugh during ROBOCOP - every time that guy says ""Dick Jones  I work for DICK JONES !!""     (aka D.W.)"
0,As long as you are coffee friendly. I hate meeting non-coffee drinkers at coffee places... makes me feel like an addict.
0,Dick.       (Get it?)
0,ouch. i hate sore throats.
1,He can be a nice guy  but he is such a dick when it comes to fabsubbing that it is ridiculous.
0,damn  hope you can work it out.
1,I'm going to watch him kick Count Adamar's ass and then it's off to feed the beast.
0,damn cool...sure is possible..just click a photo and put that on gurrage.com- no registration or fees or anything necessary
0,Scoot? I had my white board eraser stolen... it sucks.
0,why the fuck this red light keep blinkin
0,lays the smack down. Must-read article to get your ass in gear: http://tr.im/1xh8
0,"Good point. He followed the same path as  oh  every damn reporter who joins. Well  except the ""find the wild sex spots"" part."
0,I hate that. It's like they watch 2 min & start asking questions that you either answer in the vid or sidebar. Listen & READ people!
0,Post-traumatic stress does horrible things to a mind. Especially when it's an inbred retard's mind.
0,Oh Damn! Pop it in the microwave just as good. LOL
0,&lt;~Nerd Lol.. Thanks for making me smile with the reply though...
0,damn it...I just lost my pro status in wii bowling - ever tried any of the wii ware games?
0,Those things Freak. Me. Out.
0,I'm going to Pownce until the fat lady sings  they'll shut me off soon enough  I've no need to pre-empt them.
0,I CANT FUCKING WAIT FOR BOTH OF THOSEEEEEE&lt;3333.
0,Aww that sucks. My bf is so busy today too..I know how you feel :-(
0,you're spelling nerd wrong!
0,I hate snow
0,good luck  and kick ass!
0,appreciated. what sucks is how they handle it. its like the nurse slowly removing the tape instead if giving it the quick rip.
0,...DAMN STRAIGHT...you deserve the world or a least a peaceful ocean to sail your boat on!!! :)
0,dude come on. Considering the day they had today they played well.  I HATE LA!
0,haha i know i caught that as it was being sent! I hate it when people do that 2!
0,FUCK I LOVE THAT SONG!
1,how so? It's more reasonable cause of the smaller age difference...plus Mikey's always sex deprived so he's a fucking animal.
0,oh  damn...
0,my 15 yr old likes to sit next to me on the couch n play fat bottom girls on the ukulele.. definitely FTW!
0,I'd hate to see you become a Twitter Widow.
0,Freak!
0,"it's not dumb  if it werent for videorecording  there would be no ""FUCKING BIRTHDAY"" videoclip from @bgdrummerboy34 's party"
0,Damn  you really do read her blog....
0,He's totally neutralizing all my Twilight horniness. Dumb-ass.
0,-- but hopefully not the ass right?  :)
0,"- and occasionally ""grape fruits"" or my personal fave:  ""stupid ass huge"""
0,Dave is a word nerd. ;)
0,lol! gay people make the world a happier place :D
0,http://twitpic.com/uzdf - fuck! this is amaing! id tap that ;) maybe my bass and your bass can get together and like to ...
0,no  she'll be back. i say fuck it all.
0,Yup. Three years is a long ass time. I'm just going through documents and stuff  debating what to keep.
0,I'm sorry. The situation sucks (I'm sure far more than I know).
0,I'm so happy. I can't believe Lacey  what a bitch. I'm so happy for Brandi M. Oh  and the look on Megan's face - priceless.
0,you really hate katy perry don't you?
0,Pieces is such an old-fashioned name for a gay bar- like Glances  or Mystique  or Trade  or Hombre  or the No Name.
0,Congratulations haris i didnt know that whose the lucky GAY ? I mean  GUY! lol :P mwahaha
0,Did Gregpa co-sign? You should totally get it! if not don't freak  there's other lenders
0,dude this limit thing is so gay omg. okay stupid question: ngl? haha. oh man. im so bad at internet slang jesus. lol
0,Yes they are moving the ProBowl. Totally sucks. This will be my last year I am attending.
0,"Convinced a football player to change his view from ""Frisbee's a pussy sport"" to ""I want to join this team!"" with sombreros"
0,damn that's a nice spread of food!  Looks delicious!
0,LOL. I've got a few white hairs myself...damn this aging thing...
0,damn I forgot to fully charge my iPhone so I can't even puzzle quest :(.  Crappy blackout!  Hope everyone is safe!
0,I'm still waiting as well - hate i missed it in the theatre
0,rly? i hate it  its a better value to just make ur own contact form
0,its funny but fucking true I sent 1 message saying 15 minutes  and then 1 message saying that I was giving away a hammerburst
0,that sucks koi
0,damn...lemme get one of them lol! im waay far from @cathyrnmarie or you yet!! hahaaaahaaha
1,I hate you.
0,A romantic comedy I hate to admit it my favorite kind of movie. A study said they give unrealistic expectations on relationships.
0,$1 per account = pulled from ass  just like his whole ehealthtrust model
0,and we'll drink them with our pinkies up...because we're cl-ass-y like that.
1,Way to be a dick.
0,it is nice to have a social networking site dedicated just to footie. Have to weed the wannabe wags out  I think. Bummer.
0,Only too fucking true.
0,No  Paul  cola is the fucking nuts. I would be a dead girl on foot without it. Exhausted. Up late watching Wall-E.
0,lolll you probably would hate it too 'cause it's all creamy like with a creamy sauce! i usually love these kinda soups too. GRR!
0,O__O holy craaaap dude that sucks!!! are you gonna try to get another flight??
0,I hate chocolate covered cherries  I'm sure thats at 5 or 10lbs.. lol
0,ate not hate.. lol
0,Who did you get the appt. with? I hate BACH the head nurse is a dumb bitch.
0,Doing laundry sucks.. I'm just glad I have a washer and dryer otherwise I'd die..
0,I hate ants.. I hope you get them...
0,"I was like ""why the fuck is Andy up  I thought everyone but Pete actually slept?"" then I remembered the time difference."
0,A big  fat chocolate one.  Interpret that however you like.
0,true :) just informed no food til we find out if I'm going into labor soon. Laughed my ass off thinking on how unprepared we are.
0,I hate to break it to you but a suit doesn't protect you from hot tub germs. ;)
0,Glad you made it home safely. I love it when you visit  hate it when you leave!
0,Thanks for the Favrd. All followers  Fave and @shortyawards my tweets. Damn that was hard to say. Still here.
0,"bingo. I agree. Both are true. The yes on 8 pastor who showed up today seems positive ""paradox"" is impossible. gay mrge challenge"
1,I'm giving you fair warning to hate; high of 73 on wednesday  78 on thurs
0,"*sniff sniff* ""Ooooh is that...OW!...what the...I just got a cavity! Damn Cinnabuns!"""
1,bitch ass hot sounds pretty crappy.
0,big fat fluffy flakes... so magical and beautiful  and best of all  it only lasted a few minutes.
0,the walk in clinic. sick as a dog. Grr! I'm really starting to hate doctor's offices and hospitals.
0,no...just something i was fucking around with on photoshop :)
1,it's called shitty ass fuck shit sir
0,i hate school. @SonoranDragon will do.
0,"

me too i hate school it's supose to snow"
0,what does fat got to do with it?
0,or posse as @derickrethans liked to point out ... damn spelling bee kid
0,omg seriousss?? u know i have a hard time believing he's gay...maybe because i want to marry him? idk dude
0,"oh and btw your ""LETS GO TO FUCKING SWINGERS"" in the PPO forums also made me die laughing. idk why. but we're gonna go. dammit."
0,Haha  still working at 6:30pm on a friday? Damn!
0,"that sucks - I have had ""those"" holidays as well. FYI a cool mass starts soon at Holy Rosary @ 31st & N for some uplifting!"
0,gay. Too hungry.
0,you should totally convince gerry to get that drumset. And that your parents won't hate us.
0,Srsly?  I was wondering what the fuck happened.
0,i hate bees
0,yeh it's smart I just hate not going in  and I have lots to do. But this is the right thing to do. Blah!
0,gelizzy is a cool ass name
0,wow that sucks big time ... Not fun at all. Thank god it's not all the time
0,my best use for twitter: twittering that twitter sucks. Since day one... :-)
0,my sides hurt from laughing so hard. Dick.
0,Gone & paint that bitch's ceiling & then try 2 figure out how 2 tie these damn records 2getha.
0,damn right. this is going to be so badass. you should cross-train in muay thai.
0,yeah @sokeri harassed me into following. so i had to. the Internet promises deadly convergence of all nerd-lives. beware.
0,holy mother of fuck. that video was epic...give me some time to try and gather words to express my confusion/enjoyment combo....
0,you are the computer nerd :)
0,that sucks... hope your okay :/
0,yeah its playing there in 3D! omgosh and the awesome cars thing!! psh im safe  damn.
0,are you okay???  that really sucks :(
0,I think bromance can be between gay boys... it just isn't likely to lead to bro-rape.  Just naked bro wrestling.
